Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Holden,2009,Barina,Hatchback,2009 Holden Barina,USED,Manual,1.6,Front,Unleaded,6.9,108015,Red / Grey,"Croydon, NSW",4.0,Hatchback,3.0,5.0,6990.0
Volkswagen,2013,Jetta,Sedan,2013 Volkswagen Jetta 118 TSI Comfortline,USED,Automatic,1.4,Front,Premium,6.2,132249,White / -,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,13990.0
Mini,2014,Cooper,Hatchback,2014 Mini Cooper S,USED,Automatic,2.0,Front,Premium,5.5,66900,Brown / Brown,"Pennant Hills, NSW",4.0,Hatchback,3.0,4.0,26880.0
Subaru,2015,Outback,SUV,2015 Subaru Outback 3.6R,USED,Automatic,3.6,AWD,Premium,9.9,260161,Grey / Black Leather,"Port Macquarie, NSW",6.0,SUV,4.0,5.0,19990.0
Land,2017,Rover,SUV,2017 Land Rover Discovery SD4 HSE Luxury,USED,Automatic,2.0,4WD,Diesel,6.4,73801,Green / -,"Castle Hill, NSW",4.0,SUV,4.0,5.0,74990.0
Mazda,2013,3,Hatchback,2013 Mazda 3 NEO,USED,Automatic,2.0,Front,Unleaded,8.2,133207,Grey / Grey,"Croydon, NSW",4.0,Hatchback,5.0,5.0,13990.0
Nissan,2012,Pathfinder,SUV,2012 Nissan Pathfinder ST (4X4),USED,Manual,2.5,4WD,Diesel,8.5,191547,White / Black,"Minchinbury, NSW",4.0,SUV,4.0,7.0,18980.0
Hyundai,2013,Iload,Commercial,2013 Hyundai Iload,USED,Manual,2.5,Rear,Diesel,8.0,234100,White / -,"Fairfield East, NSW",4.0,Commercial,4.0,3.0,14990.0
Land,2017,Rover,SUV,2017 Land Rover Discovery Sport TD4 180 SE 5 Seat,USED,Automatic,2.0,AWD,Diesel,5.3,130173,White / Black Leather,"Elderslie, NSW",4.0,SUV,4.0,5.0,29999.0
BMW,2022,3,Brighton BMW,2022 BMW 3 Series 25i,USED,Automatic,2.0,Rear,Premium,8.9,22103,White / Vernasca Black Leather & Decor Stitching,"Bentleigh, VIC",6.0,Wagon,4.0,6.0,76990.0
Volkswagen,2016,Golf,Hatchback,2016 Volkswagen Golf GTI 40 Years,USED,Automatic,2.0,Front,Premium,7.1,39446,White / -,"Liverpool, NSW",4.0,Hatchback,5.0,5.0,38950.0
Volkswagen,2019,Golf,Hatchback,2019 Volkswagen Golf 110 TSI Highline,USED,Automatic,1.4,Front,Premium,5.4,42312,Black / Black,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,31990.0
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,2.2,Rear,Diesel,7.5,95773,White / -,"Arncliffe, NSW",4.0,Ute / Tray,2.0,2.0,24990.0
Toyota,2014,Corolla,Hatchback,2014 Toyota Corolla Ascent Sport,USED,Automatic,1.8,Front,Unleaded,6.6,118700,White / Black,"Castle Hill, NSW",4.0,Hatchback,5.0,5.0,20990.0
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XLS 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,250677,White / -,"Campbelltown, NSW",5.0,Ute / Tray,4.0,5.0,32950.0
Lexus,2015,NX200T,SUV,2015 Lexus NX200T Luxury (awd),USED,Automatic,2.0,AWD,Premium,7.9,130630,Silver / Black,"Port Macquarie, NSW",4.0,SUV,4.0,5.0,29990.0
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara ST (4X4),USED,Automatic,2.3,4WD,Diesel,7.0,43989,Black / Cloth,"Smeaton Grange, NSW",4.0,Ute / Tray,4.0,5.0,41990.0
Mazda,2014,BT-50,Ute / Tray,2014 Mazda BT-50 XTR (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,347480,White / -,"Coopers Plains, QLD",5.0,Ute / Tray,4.0,5.0,18999.0
Toyota,2008,Corolla,Sedan,2008 Toyota Corolla Ascent,USED,Manual,1.8,Front,Unleaded,7.3,156128,Red / Black,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,10995.0
Nissan,2020,Qashqai,SUV,2020 Nissan Qashqai ST,USED,Automatic,2.0,Front,Unleaded,6.9,38618,White / Black,"North Narrabeen, NSW",4.0,SUV,4.0,5.0,29990.0
Toyota,2008,HiAce,Nippon Motors,2008 Toyota HiAce DX,USED,Automatic,2.7,Other,Diesel,11.3,222078,White / Black,"Ingleburn, NSW",4.0,Commercial,5.0,12.0,26900.0
Nissan,2022,X-Trail,SUV,2022 Nissan X-Trail ST (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,29705,Grey / Grey,"Warwick Farm, NSW",4.0,SUV,4.0,5.0,30990.0
Mini,2011,Countryman,SUV,2011 Mini Countryman Cooper D,USED,Automatic,2.0,Front,Diesel,5.6,120797,Black / Black,"Leichhardt, NSW",4.0,SUV,4.0,4.0,16200.0
GWM,2023,Haval,Dominelli GWM,2023 GWM Haval Jolion LUX Hybrid,NEW,Automatic,1.5,Front,Missing,5.0,7,White / Black,"Kirrawee, NSW",4.0,SUV,4.0,5.0,36990.0
Honda,2014,CR-V,SUV,2014 Honda CR-V VTI (4X4),USED,Automatic,2.4,4WD,Unleaded,8.7,136236,Grey / -,"Warwick Farm, NSW",4.0,SUV,4.0,5.0,18911.0
Holden,2013,Commodore,Sedan,2013 Holden Commodore Omega,USED,Automatic,3.0,Rear,Unleaded,8.9,219736,Grey / -,"Saint Marys, NSW",6.0,Sedan,4.0,5.0,8990.0
Mazda,2010,6,Sedan,2010 Mazda 6 Classic,USED,Automatic,2.5,Front,Unleaded,8.7,197474,Silver / -,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,10990.0
Holden,2004,Rodeo,Ute / Tray,2004 Holden Rodeo DX,USED,Manual,2.4,Rear,Unleaded,0.0,108283,White / -,"Coopers Plains, QLD",4.0,Ute / Tray,4.0,5.0,9999.0
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Grand Tourer (4X4),USED,Automatic,2.5,AWD,Unleaded,7.4,54511,Blue / -,"Lindfield, NSW",4.0,SUV,4.0,5.0,27990.0
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser Sahara (4X4),USED,Automatic,4.5,4WD,Diesel,9.5,161744,White / -,"Molendinar, QLD",8.0,SUV,4.0,7.0,89990.0
Hyundai,2021,Tucson,SUV,2021 Hyundai Tucson Highlander (awd),USED,Automatic,2.0,AWD,Diesel,6.3,13050,Black / -,"Waterloo, NSW",4.0,SUV,4.0,5.0,48888.0
Tesla,2020,Model,SUV,2020 Tesla Model X Performance,USED,Automatic,0.0,AWD,Electric,0.0,36477,Red / -,"Artarmon, NSW",0.0,SUV,4.0,5.0,165900.0
Ford,2011,Territory,SUV,2011 Ford Territory Titanium (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,175728,Black / Black,"Castle Hill, NSW",6.0,SUV,4.0,7.0,15990.0
Kia,2017,Sorento,SUV,2017 Kia Sorento SI (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,211397,White / -,"Arncliffe, NSW",4.0,SUV,4.0,7.0,19990.0
Chevrolet,2022,Silverado,Ute / Tray,2022 Chevrolet Silverado 1500 LTZ Premium Tech Pack,USED,Automatic,6.2,4WD,Unleaded,13.2,12057,Black / Black / Leather,"Capalaba, QLD",8.0,Ute / Tray,4.0,5.0,149990.0
Holden,2014,Colorado,Ute / Tray,2014 Holden Colorado LTZ (4X4),USED,Manual,2.8,4WD,Diesel,8.1,82226,Black / -,"Granville, NSW",4.0,Ute / Tray,4.0,5.0,29950.0
Mazda,2023,3,Rockdale Mazda New,2023 Mazda 3 G25 GT,NEW,Automatic,2.5,Front,Unleaded,6.6,7,White / Black Leather,"Arncliffe, NSW",4.0,Hatchback,5.0,5.0,41288.0
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger FX4 2.0 (4X4) Special Edition,USED,Automatic,2.0,4WD,Diesel,7.4,56270,White / -,"Narellan, NSW",4.0,Ute / Tray,4.0,5.0,55990.0
MG,2023,ZST,Alto Blacktown MG,2023 MG ZST Core,NEW,Automatic,1.5,Front,Missing,6.9,15,Silver / Black & Grey Cloth,"Blacktown, NSW",4.0,SUV,5.0,5.0,27690.0
Mercedes-Benz,2016,CLA45,Wagon,2016 Mercedes-Benz CLA45 AMG 4Matic Shooting Brake,USED,Automatic,2.0,AWD,Premium,7.2,127138,White / Black,"Pakenham, VIC",4.0,Wagon,4.0,5.0,45888.0
Hyundai,2015,IX35,SUV,2015 Hyundai IX35 SE (fwd),USED,Automatic,2.0,Front,Unleaded,8.4,112739,White / -,"Campbelltown, NSW",4.0,SUV,4.0,5.0,16950.0
Mercedes-Benz,2017,C63,Coupe,2017 Mercedes-Benz C63 S,USED,Automatic,4.0,Rear,Premium,8.7,59978,Silver / -,"Laverton North, VIC",8.0,Coupe,2.0,4.0,108990.0
GWM,2023,Haval,Dominelli GWM,2023 GWM Haval Jolion Ultra Hybrid,NEW,Automatic,1.5,Front,Hybrid,5.0,7,White / Black,"Kirrawee, NSW",4.0,SUV,4.0,5.0,40990.0
Toyota,2019,Corolla,Sedan,2019 Toyota Corolla Ascent Sport,USED,Automatic,2.0,Front,Unleaded,6.0,47706,White / -,"South Hurstville, NSW",4.0,Sedan,4.0,5.0,29990.0
MG,2023,ZS,Alto Blacktown MG,2023 MG ZS EV Essence,NEW,Automatic,0.0,Front,Electric,0.0,15,White / Knight Black,"Blacktown, NSW",0.0,SUV,4.0,5.0,57709.0
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,54972,Red / -,"Alexandria, NSW",4.0,Hatchback,4.0,5.0,23990.0
Mazda,2016,CX-5,SUV,2016 Mazda CX-5 Maxx (4X2),USED,Automatic,2.0,Front,Unleaded,6.4,33833,Grey / Black,"Liverpool, NSW",4.0,SUV,4.0,5.0,25500.0
BMW,2023,5,Brighton BMW,2023 BMW 5 M550I Xdrive LCI,DEMO,Automatic,4.4,AWD,Premium,10.6,1598,Grey / Excl.leather 'Nappa' Mocca Excl. S Titching/Leathe,"Bentleigh, VIC",8.0,Sedan,4.0,5.0,176998.0
Lexus,2020,RX450H,SUV,2020 Lexus RX450H Sports Luxury Hybrid,USED,Automatic,3.5,AWD,Hybrid,5.7,16880,White / -,"Mosman, NSW",6.0,SUV,4.0,5.0,99990.0
Jeep,2010,Grand,SUV,2010 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.0,4WD,Diesel,10.2,311334,Grey / -,"Chester Hill, NSW",6.0,SUV,4.0,5.0,6999.0
Mazda,2015,6,Wagon,2015 Mazda 6 GT,USED,Automatic,2.2,Front,Diesel,5.4,94060,Black / -,"Kirrawee, NSW",4.0,Wagon,4.0,5.0,24888.0
Hyundai,2011,I30,Hatchback,2011 Hyundai I30 SLX,USED,Automatic,2.0,Front,Unleaded,7.6,96137,Silver / Grey,"Granville, NSW",4.0,Hatchback,5.0,5.0,12984.0
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,228997,White / -,"Mcgraths Hill, NSW",4.0,Ute / Tray,4.0,5.0,39990.0
Kia,2019,Sportage,SUV,2019 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,85291,Grey / Black,"Bentleigh, VIC",4.0,SUV,4.0,5.0,26990.0
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 103 TDI Pacific,USED,Automatic,2.0,AWD,Diesel,6.2,133033,Black / Grey,"Leichhardt, NSW",4.0,SUV,4.0,5.0,15500.0
Kia,2019,Stinger,Sedan,2019 Kia Stinger GT (blk LTH W Michelin Tyr),USED,Automatic,3.3,Rear,Unleaded,10.2,62246,Grey / Black Leather,"Berwick, VIC",6.0,Sedan,4.0,5.0,49999.0
Nissan,2014,Serena,My Car Choice,2014 Nissan Serena Highway Star,USED,Automatic,2.0,Other,Unleaded,8.9,96162,Silver / Black,"Greenacre, NSW",4.0,Wagon,4.0,7.0,24999.0
Jeep,2022,Grand,Peter Warren Jeep,2022 Jeep Grand Cherokee Night Eagle 5 Seat (4X4),NEW,Automatic,3.6,4WD,Missing,9.9,55,White / Cloth,"Warwick Farm, NSW",6.0,SUV,4.0,5.0,75490.0
Kia,2018,Cerato,Sedan,2018 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,30527,Black / Cloth,"Campbelltown, NSW",4.0,Sedan,4.0,5.0,21990.0
Honda,2012,Jazz,Hatchback,2012 Honda Jazz GLI,USED,Automatic,1.3,Front,Unleaded,6.6,100390,White / Black,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,15995.0
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 5 Seater,USED,Automatic,2.4,Front,Unleaded,8.8,55000,Brown / Black,"Minchinbury, NSW",4.0,SUV,4.0,5.0,21995.0
Hyundai,2014,I30,Hatchback,2014 Hyundai I30 SE,USED,Automatic,1.8,Front,Unleaded,7.1,103781,White / -,"Penrith, NSW",4.0,Hatchback,5.0,5.0,16950.0
Toyota,2016,Hilux,Ute / Tray,2016 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,175078,White / Black,"Archerfield, QLD",4.0,Ute / Tray,4.0,5.0,39990.0
Volkswagen,2023,T-Cross,Alto Volkswagen North Shore New Cars,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),NEW,Automatic,1.0,Front,Premium,5.4,13,White / Black,"Chatswood, NSW",3.0,SUV,4.0,5.0,42990.0
Lexus,2011,RX450H,SUV,2011 Lexus RX450H Sports Luxury,USED,Automatic,3.5,4WD,Premium,6.4,183107,Silver / Grey,"Sylvania, NSW",6.0,SUV,4.0,5.0,20990.0
Holden,2013,UTE,Ute / Tray,2013 Holden UTE SS-V Redline,USED,Automatic,6.0,Rear,Unleaded,12.4,105681,White / Grey,"Liverpool, NSW",8.0,Ute / Tray,2.0,2.0,38888.0
Mitsubishi,2014,Lancer,Sedan,2014 Mitsubishi Lancer Ralliart,USED,Automatic,2.0,AWD,Premium,9.6,76148,Black / -,"Liverpool, NSW",4.0,Sedan,4.0,5.0,33950.0
Chrysler,2019,300,Sedan,2019 Chrysler 300 SRT Core,USED,Automatic,6.4,Rear,Premium,13.0,39896,Black / Black,"Blacktown, NSW",8.0,Sedan,4.0,5.0,64880.0
Nissan,2018,Caravan,Autoproject,2018 Nissan Caravan 10 SEATER,USED,Automatic,2.5,Other,Missing,9.5,128953,White / Black,"Braeside, VIC",4.0,Commercial,4.0,10.0,35888.0
Isuzu,2013,D-MAX,Ute / Tray,2013 Isuzu D-MAX LS HI-Ride (4X2),USED,Automatic,3.0,Rear,Diesel,8.1,223795,White / -,"Minchinbury, NSW",4.0,Ute / Tray,4.0,5.0,24990.0
Hyundai,2018,Elantra,Sedan,2018 Hyundai Elantra Active,USED,Automatic,2.0,Front,Unleaded,7.4,117500,White / Black,"Castle Hill, NSW",4.0,Sedan,4.0,5.0,21990.0
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux SR5 (4X4),USED,Manual,3.0,4WD,Diesel,8.3,247867,Silver / -,"Minchinbury, NSW",4.0,Ute / Tray,4.0,5.0,29995.0
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,57822,Silver / -,"Tweed Heads South, NSW",4.0,Hatchback,4.0,5.0,19990.0
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Rugged X (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,25246,White / -,"Milperra, NSW",4.0,Ute / Tray,4.0,5.0,68880.0
BMW,2021,IX,USED Dealer ad,2021 BMW IX xDrive50 AWD Sport,USED,Missing,2.4,Other,Electric,9.1,16310,Grey / Interior Design Suite Amido,"Bentleigh, VIC",8.0,Wagon,4.0,5.0,177990.0
Audi,2017,A5,Coupe,2017 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,2.0,AWD,Premium,6.5,145378,Black / Black,"Mount Druitt, NSW",4.0,Coupe,2.0,4.0,34990.0
Volkswagen,2023,Passat,Sutherland Volkswagen New Cars,2023 Volkswagen Passat 206TSI R-Line (restr Feat),NEW,Automatic,2.0,AWD,Premium,8.1,0,White / -,"Sutherland, NSW",4.0,Wagon,4.0,5.0,74990.0
MG,2022,HS,Alto North Shore MG,2022 MG HS +EV Phev Excite,NEW,Automatic,1.5,Front,Hybrid,1.7,24,White / Knight Black,"Artarmon, NSW",4.0,SUV,5.0,5.0,49690.0
Hyundai,2019,Tucson,SUV,2019 Hyundai Tucson GO (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,80595,Silver / -,"Arncliffe, NSW",4.0,SUV,4.0,5.0,26990.0
Isuzu,2009,D-MAX,Ute / Tray,2009 Isuzu D-MAX LS-M (4X4),USED,Manual,3.0,4WD,Diesel,8.4,245210,- / -,"Underwood, QLD",4.0,Ute / Tray,4.0,5.0,17990.0
Suzuki,2008,Grand,SUV,2008 Suzuki Grand Vitara Prestige (4X4),USED,Automatic,3.2,4WD,Unleaded,10.5,212294,Black / -,"Kogarah, NSW",6.0,SUV,4.0,5.0,7950.0
Jeep,2018,Grand,SUV,2018 Jeep Grand Cherokee Overland (4X4),USED,Automatic,3.0,4WD,Diesel,7.5,69885,Grey / Black,"Blacktown, NSW",6.0,SUV,4.0,5.0,47880.0
Holden,2013,Colorado,SUV,2013 Holden Colorado 7 LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,9.4,354192,Grey / -,"Coopers Plains, QLD",4.0,SUV,4.0,7.0,18999.0
Genesis,2022,GV70,SUV,2022 Genesis GV70 2.5T AWD,USED,Automatic,2.5,AWD,Premium,10.3,19945,Grey / Black,"Carlton, NSW",4.0,SUV,4.0,5.0,82888.0
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,2.0,AWD,Premium,8.3,69004,White / -,"Liverpool, NSW",4.0,SUV,4.0,7.0,48950.0
GWM,2023,Haval,Dominelli GWM,2023 GWM Haval Jolion Ultra,NEW,Automatic,1.5,Front,Premium,8.1,7,Blue / Black,"Kirrawee, NSW",4.0,SUV,4.0,5.0,34485.0
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX-R (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,71670,White / Black Cloth,"Berwick, VIC",4.0,Ute / Tray,4.0,5.0,42998.0
Volkswagen,2022,Multivan,Sydney City Volkswagen Commercial,2022 Volkswagen Multivan Comfortline Premium TDI340 SWB,NEW,Automatic,2.0,Front,Diesel,6.6,25,Grey / Titanium Black Cloth,"Mascot, NSW",4.0,Wagon,4.0,7.0,86888.0
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara ST-X (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,240050,Silver / -,"Penrith, NSW",4.0,Ute / Tray,2.0,2.0,15950.0
Holden,2019,Acadia,SUV,2019 Holden Acadia LTZ-V (awd),USED,Automatic,3.6,AWD,Unleaded,9.4,111668,Black / Black,"Carlton, NSW",6.0,SUV,4.0,7.0,36888.0
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,323847,White / -,"Capalaba, QLD",4.0,SUV,4.0,7.0,32990.0
Holden,2014,Captiva,SUV,2014 Holden Captiva 7 LS (fwd),USED,Automatic,2.4,Front,Unleaded,9.0,106515,Grey / Black,"Liverpool, NSW",4.0,SUV,4.0,7.0,13593.0
Kia,2018,RIO,Hatchback,2018 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.2,86573,White / Black,"Moorebank, NSW",4.0,Hatchback,5.0,5.0,17990.0
MG,2023,ZS,Alto Blacktown MG,2023 MG ZS Excite,NEW,Automatic,1.5,Front,Missing,7.1,15,Blue / Knight Black Synthetic Leather,"Blacktown, NSW",4.0,SUV,4.0,5.0,24690.0
Volkswagen,2023,T-Cross,Alto Volkswagen North Shore New Cars,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,1.0,Front,Premium,5.4,8,Black / Black/Grey,"Chatswood, NSW",3.0,SUV,4.0,5.0,42990.0
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.8,398,Black / Grey,"Waitara, NSW",4.0,SUV,5.0,5.0,56888.0
Ford,2010,Ranger,Ute / Tray,2010 Ford Ranger XLT (4X4),USED,Automatic,3.0,4WD,Diesel,9.3,193721,- / -,"Underwood, QLD",4.0,Ute / Tray,4.0,5.0,17990.0
Nissan,2022,Qashqai,Suttons Nissan Chullora- New/Demo,2022 Nissan Qashqai ST-L 2-Tone,DEMO,Automatic,1.3,Front,Premium,6.1,2832,Blue / Blue/Black,"Greenacre, NSW",4.0,SUV,4.0,5.0,45000.0
Renault,2015,Clio,Hatchback,2015 Renault Clio Expression,USED,Automatic,1.2,Front,Unleaded,5.2,72887,White / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,13800.0
Maserati,2019,Levante,SUV,2019 Maserati Levante Gransport,USED,Automatic,3.0,AWD,Premium,11.6,14927,Grey / Black,"Carlton, NSW",6.0,SUV,4.0,5.0,99888.0
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-S (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,58875,Silver / Black,"North Narrabeen, NSW",4.0,SUV,4.0,5.0,35490.0
Audi,2000,TT,Convertible,2000 Audi TT Quattro,USED,Manual,1.8,AWD,Premium,10.5,205870,Silver / -,"Essendon, VIC",4.0,Convertible,2.0,2.0,13990.0
Mercedes-Benz,2021,GLC43,SUV,2021 Mercedes-Benz GLC43 4Matic,USED,Automatic,3.0,AWD,Premium,10.4,11591,White / -,"Artarmon, NSW",6.0,SUV,4.0,5.0,109900.0
Land,2016,Rover,SUV,2016 Land Rover Range Rover Sport 3.0 SDV6 HSE,USED,Automatic,3.0,AWD,Diesel,7.5,208351,Grey / -,"Penrith, NSW",6.0,SUV,4.0,5.0,45950.0
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,58592,Grey / Black Leather,"Lilydale, VIC",4.0,Ute / Tray,4.0,5.0,59999.0
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX LS-U HI-Ride (4X4),USED,Automatic,3.0,4WD,Diesel,7.9,207661,Grey / Black,"Caringbah, NSW",4.0,Ute / Tray,4.0,5.0,39990.0
Ford,2013,Kuga,SUV,2013 Ford Kuga Titanium (awd),USED,Automatic,2.0,AWD,Diesel,6.4,131930,Yellow / -,"Liverpool, NSW",4.0,SUV,4.0,5.0,17950.0
Toyota,2013,Estima,My Car Choice,2013 Toyota Estima Aeras Hybrid,USED,Automatic,2.4,Other,Unleaded,4.5,101068,White / Beige,"Greenacre, NSW",4.0,Wagon,4.0,7.0,31999.0
Holden,2008,Commodore,Sedan,2008 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,11.0,234622,Green / -,"Saint Marys, NSW",6.0,Sedan,4.0,5.0,11444.0
Suzuki,2021,Carry,Melbourne Automobiles Pty Ltd,2021 Suzuki Carry,USED,Manual,2.0,Other,Premium,8.9,50,Green / Grey,"Braeside, VIC",3.0,Ute / Tray,2.0,2.0,25888.0
Lamborghini,2019,Urus,SUV,2019 Lamborghini Urus 4 Seat,USED,Automatic,4.0,AWD,Premium,12.7,44329,Grey / Brown,"Glebe, NSW",8.0,SUV,4.0,4.0,435000.0
Audi,2019,Q5,SUV,2019 Audi Q5 45 Tfsi Quattro Sport,USED,Automatic,2.0,AWD,Premium,7.3,96978,White / Black,"Blacktown, NSW",4.0,SUV,4.0,5.0,40880.0
Audi,2020,Q3,SUV,2020 Audi Q3 35 Tfsi S Line,USED,Automatic,1.4,Front,Premium,7.3,49681,White / Black,"Artarmon, NSW",4.0,SUV,4.0,5.0,45888.0
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 Akera (4X4),USED,Automatic,2.5,AWD,Unleaded,7.5,96825,Blue / -,"Essendon, VIC",4.0,SUV,4.0,5.0,34990.0
GWM,2022,Haval,Dominelli GWM,2022 GWM Haval H6 Ultra AWD,NEW,Automatic,2.0,AWD,Premium,9.8,7,Black / Black,"Kirrawee, NSW",4.0,SUV,4.0,5.0,42485.0
Audi,2013,Q7,SUV,2013 Audi Q7 3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.4,154913,White / -,"Rozelle, NSW",6.0,SUV,4.0,7.0,25800.0
Mazda,2014,CX-5,SUV,2014 Mazda CX-5 Maxx (4X4),USED,Automatic,2.5,AWD,Unleaded,7.4,233563,White / Black,"Liverpool, NSW",4.0,SUV,4.0,5.0,13992.0
Hyundai,2019,Tucson,SUV,2019 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,61231,Silver / -,"Tweed Heads South, NSW",4.0,SUV,4.0,5.0,25990.0
Chrysler,2019,300,Sedan,2019 Chrysler 300 SRT Core,USED,Automatic,6.4,Rear,Premium,13.0,125422,White / -,"Homebush, NSW",8.0,Sedan,4.0,5.0,48888.0
Hyundai,2017,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,41055,White / Grey,"Revesby, NSW",4.0,Hatchback,4.0,5.0,22990.0
Toyota,2011,FJ,SUV,2011 Toyota FJ Cruiser,USED,Automatic,4.0,4WD,Premium,11.4,129036,Black / -,"Minchinbury, NSW",6.0,SUV,4.0,5.0,38995.0
Suzuki,2009,SX4,Hatchback,2009 Suzuki SX4 AWD,USED,Automatic,2.0,AWD,Unleaded,9.9,224329,White / -,"Sylvania, NSW",4.0,Hatchback,5.0,5.0,7500.0
Jeep,2022,Grand,Peter Warren Jeep,2022 Jeep Grand Cherokee Night Eagle 5 Seat (4X4),NEW,Automatic,3.6,4WD,Missing,9.9,55,White / Cloth,"Warwick Farm, NSW",6.0,SUV,4.0,5.0,74990.0
Mercedes-Benz,2018,GLA180,SUV,2018 Mercedes-Benz GLA180,USED,Automatic,1.6,Front,Premium,5.7,39966,Silver / -,"Rozelle, NSW",4.0,SUV,4.0,5.0,38800.0
LDV,2021,T60,Ute / Tray,2021 LDV T60 MAX PRO (4X4),USED,Automatic,2.0,4WD,Diesel,9.3,22152,White / -,"Ryde, NSW",4.0,Ute / Tray,4.0,5.0,30888.0
GWM,2023,UTE,Dominelli GWM,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,Silver / Black,"Kirrawee, NSW",4.0,Ute / Tray,4.0,5.0,43085.0
Audi,2014,Q7,SUV,2014 Audi Q7 3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.4,226814,Black / -,"Minchinbury, NSW",6.0,SUV,4.0,7.0,21995.0
Toyota,2009,Landcruiser,SUV,2009 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,211465,Grey / -,"Coopers Plains, QLD",4.0,SUV,4.0,7.0,35499.0
Jeep,2014,Wrangler,SUV,2014 Jeep Wrangler Unlimited Sport (4X4),USED,Manual,3.6,4WD,Unleaded,11.8,111620,Black / Leather,"Elderslie, NSW",6.0,SUV,4.0,5.0,29999.0
Mercedes-Benz,2013,E250,Sedan,2013 Mercedes-Benz E250,USED,Automatic,2.0,Rear,Premium,6.4,25858,Silver / Black,"Lilydale, VIC",4.0,Sedan,4.0,5.0,42990.0
